Type,AISC_Manual_Label,W,A,d,bf,tw,tf,b/t,h/tw,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J
WT,WT180X296,37700,232,232,422,44.4,73.0,–,–,1360,616,53.3,454,3290,2150,109,–,–,–,56200,215
WT,WT180X275.5,35100,228,229,419,42.9,68.3,–,–,1220,556,52.1,414,3030,1980,108,–,–,–,45800,172
WT,WT180X254.5,32500,223,222,416,39.7,63.5,–,–,1080,498,51.1,376,2770,1800,108,–,–,–,36800,135
WT,WT180X231.5,29500,217,216,413,36.5,57.2,–,–,946,438,49.8,336,2490,1630,107,–,–,–,28100,101
WT,WT180X210.5,26800,213,213,410,33.3,52.4,–,–,826,385,48.8,301,2250,1470,106,–,–,–,21600,75.5
WT,WT180X191,24400,208,210,406,30.2,47.6,–,–,719,339,47.8,268,2020,1320,105,–,–,–,16400,56.1
WT,WT180X173.5,22100,204,203,403,27.0,44.4,–,–,626,298,46.7,240,1800,1190,104,–,–,–,12300,41.4
WT,WT180X157,20000,200,200,400,25.4,39.7,–,–,547,265,46.0,214,1620,1070,103,–,–,–,9240,30.3
WT,WT180X143.5,18300,197,197,400,22.2,36.5,–,–,482,236,45.2,194,1480,972,103,–,–,–,7200,23.4
WT,WT180X131,16700,193,194,397,20.6,33.3,–,–,431,213,44.7,174,1330,877,102,–,–,–,5490,17.5
WT,WT180X118.5,15100,190,190,397,19.0,30.2,–,–,374,187,43.9,156,1200,788,102,–,–,–,4100,12.9
WT,WT180X108,13700,188,187,394,17.5,27.0,–,–,331,167,43.4,141,1080,716,101,–,–,–,3150,9.75
WT,WT180X98,12500,186,187,375,15.9,25.4,–,–,305,157,43.9,114,926,610,95.5,–,–,–,2550,7.14
WT,WT180X89.5,11400,184,184,371,14.3,23.8,–,–,270,141,43.4,103,839,552,95.0,–,–,–,1940,5.37
WT,WT180X81,10300,182,181,371,12.7,22.2,–,–,236,124,42.7,92.8,759,501,94.7,–,–,–,1480,4.03
WT,WT180X73.5,9420,180,181,371,12.7,19.0,–,–,211,113,42.4,83.7,685,452,94.2,–,–,–,1120,2.98
WT,WT180X67,8520,178,178,368,11.1,17.5,–,–,188,101,42.2,75.3,619,410,94.0,–,–,–,845,2.23
WT,WT180X61,7740,182,181,257,12.7,22.2,–,–,216,117,47.0,30.8,367,239,63.0,–,–,–,1050,1.51
WT,WT180X55,7030,180,181,257,11.1,20.6,–,–,188,102,46.2,27.8,331,218,63.0,–,–,–,803,1.13
WT,WT180X50.5,6450,178,178,254,11.1,19.0,–,–,170,93.2,46.0,25.3,302,198,62.5,–,–,–,624,0.862
WT,WT180X45.5,5780,177,178,254,9.52,15.9,–,–,150,83.1,45.7,22.4,269,175,62.2,–,–,–,454,0.615
WT,WT180X39.5,5030,177,178,203,9.52,17.5,–,–,145,81.0,47.8,12.0,180,117,48.8,–,–,–,402,0.392
WT,WT180X36,4560,175,175,203,7.94,15.9,–,–,131,73.6,47.8,10.7,161,105,48.5,–,–,–,301,0.287
WT,WT180X32,4070,173,175,203,7.94,12.7,–,–,116,65.2,47.2,9.41,142,92.6,48.0,–,–,–,217,0.202
WT,WT180X28.9,3600,179,178,171,7.94,12.7,–,–,122,69.2,51.8,5.54,99.5,64.6,39.4,–,–,–,166,0.149
WT,WT180X25.5,3230,178,178,171,7.94,11.1,–,–,110,62.8,51.8,4.83,87.2,56.5,38.9,–,–,–,118,0.107
WT,WT180X22,2850,176,175,171,6.35,9.52,–,–,102,58.2,52.6,4.07,73.6,47.7,37.8,–,–,–,79.1,0.0771
WT,WT180X19.5,2480,177,178,127,6.35,11.1,–,–,96.5,54.2,53.8,1.85,45.2,29.0,27.4,–,–,–,74.5,0.0556
WT,WT180X16.45,2100,174,175,127,6.35,7.94,–,–,85.2,47.7,54.4,1.46,35.9,22.9,26.4,–,–,–,43.3,0.0360
WT,WT155X250,31900,214,213,340,44.4,74.6,–,–,1120,511,49.8,247,2250,1450,88.1,–,–,–,49900,129
WT,WT155X227,28800,207,206,337,41.3,68.3,–,–,968,442,48.3,219,2000,1300,86.9,–,–,–,38300,95.6
WT,WT155X207.5,26500,201,200,333,38.1,63.5,–,–,850,395,47.2,195,1800,1170,85.9,–,–,–,29500,71.7
WT,WT155X187.5,23900,196,197,330,34.9,57.2,–,–,734,342,46.0,172,1600,1040,84.8,–,–,–,22300,52.4
WT,WT155X171,21800,191,190,327,33.3,52.4,–,–,646,303,45.0,154,1450,942,84.1,–,–,–,17300,39.7
WT,WT155X156.5,19900,187,187,324,30.2,47.6,–,–,565,269,43.9,138,1310,850,83.3,–,–,–,13400,30.1
WT,WT155X141.5,18100,183,184,321,27.0,44.4,–,–,488,233,42.7,123,1170,762,82.6,–,–,–,10100,22.0
WT,WT155X126.5,16100,178,178,321,23.8,39.7,–,–,420,202,41.9,108,1030,675,81.8,–,–,–,7370,15.7
WT,WT155X113,14500,174,175,318,22.2,34.9,–,–,361,177,41.1,94.5,911,596,81.0,–,–,–,5330,11.1
WT,WT155X101,12900,170,171,314,20.6,31.8,–,–,311,155,40.4,82.8,801,526,80.3,–,–,–,3830,7.76
WT,WT155X89.5,11400,167,165,314,17.5,28.6,–,–,265,135,39.9,71.6,700,459,79.5,–,–,–,2670,5.29
WT,WT155X79,10100,164,165,311,15.9,25.4,–,–,223,113,38.9,62.9,615,405,79.0,–,–,–,1890,3.65
WT,WT155X71.5,9100,162,162,308,14.3,22.2,–,–,195,100,38.4,56.2,552,364,78.5,–,–,–,1420,2.71
WT,WT155X64.5,8260,159,159,308,12.7,20.6,–,–,175,91.8,38.1,49.9,495,326,78.0,–,–,–,1060,1.97
WT,WT155X58.5,7480,157,159,308,12.7,19.0,–,–,156,82.4,37.8,45.0,444,293,77.5,–,–,–,795,1.46
WT,WT155X53.5,6840,156,156,305,11.1,17.5,–,–,139,74.4,37.6,40.6,403,265,77.2,–,–,–,608,1.09
WT,WT155X48.5,6150,154,152,305,9.52,15.9,–,–,123,66.5,37.3,36.3,361,238,76.7,–,–,–,454,0.798
WT,WT155X43,5500,155,156,254,9.52,15.9,–,–,114,61.6,38.1,22.3,265,175,63.8,–,–,–,437,0.559
WT,WT155X39.5,5020,153,152,254,9.52,14.3,–,–,106,58.0,38.4,19.9,238,157,63.0,–,–,–,328,0.411
WT,WT155X37,4710,155,156,206,9.52,15.9,–,–,113,62.1,40.6,11.7,174,114,49.8,–,–,–,356,0.330
WT,WT155X33.5,4230,153,152,203,7.94,14.3,–,–,100,55.6,40.4,10.4,155,102,49.5,–,–,–,261,0.238
WT,WT155X30,3770,152,152,203,7.94,12.7,–,–,86.5,48.3,39.9,9.16,137,90.1,49.3,–,–,–,188,0.166
WT,WT155X26,3340,159,159,165,7.94,12.7,–,–,93.6,52.9,44.7,5.08,93.9,61.1,39.1,–,–,–,154,0.117
WT,WT155X22.25,2840,157,156,165,6.35,11.1,–,–,79.1,45.1,44.5,4.25,78.3,51.1,38.6,–,–,–,94.9,0.0717
WT,WT155X19.35,2460,155,156,165,6.35,9.52,–,–,68.8,39.3,44.5,3.60,66.9,43.8,38.4,–,–,–,62.4,0.0467
WT,WT155X16.35,2090,156,156,102,6.35,11.1,–,–,75.9,42.4,48.3,0.970,30.0,18.8,21.5,–,–,–,60.8,0.0368
WT,WT155X14.15,1800,154,156,102,6.35,9.52,–,–,67.4,37.4,48.3,0.783,24.4,15.4,20.9,–,–,–,37.4,0.0251
WT,WT155X11.9,1520,152,152,102,6.35,6.35,–,–,61.0,33.4,48.8,0.587,18.5,11.6,19.6,–,–,–,21.3,0.0182
WT,WT155X10.5,1340,151,152,102,4.76,6.35,–,–,54.4,30.0,48.8,0.491,15.5,9.72,19.1,–,–,–,14.6,0.0132
WT,WT125X83.5,10600,144,143,264,19.0,31.8,–,–,220,105,33.5,49.1,567,370,67.8,–,–,–,3120,4.54
WT,WT125X74.5,9480,141,140,264,17.5,28.6,–,–,187,91.1,32.8,42.9,500,328,67.3,–,–,–,2250,3.20
WT,WT125X65.5,8390,138,137,260,15.9,25.4,–,–,158,78.2,32.3,37.2,434,285,66.8,–,–,–,1560,2.15
WT,WT125X57.5,7290,135,133,260,12.7,22.2,–,–,132,66.4,31.5,32.0,375,247,66.0,–,–,–,1060,1.43
WT,WT125X50.5,6450,132,133,257,12.7,19.0,–,–,112,57.2,31.0,27.8,328,216,65.5,–,–,–,741,0.972
WT,WT125X44.5,5700,130,130,257,11.1,17.5,–,–,96.2,49.8,30.7,24.2,287,188,65.3,–,–,–,512,0.661
WT,WT125X40,5100,128,127,254,9.52,15.9,–,–,82.8,43.3,30.2,21.5,256,169,65.0,–,–,–,378,0.478
WT,WT125X36.5,4650,127,127,254,7.94,14.3,–,–,74.1,39.2,30.0,19.4,231,153,64.5,–,–,–,288,0.357
WT,WT125X33.5,4280,128,127,203,9.52,15.9,–,–,76.2,40.5,31.5,11.1,166,109,51.1,–,–,–,313,0.263
WT,WT125X29,3700,126,127,203,7.94,12.7,–,–,65.4,35.4,31.5,9.37,140,92.4,50.3,–,–,–,203,0.165
WT,WT125X24.55,3130,124,124,203,7.94,11.1,–,–,57.0,31.6,32.0,7.62,115,75.4,49.3,–,–,–,121,0.0956
WT,WT125X22.4,2850,133,133,146,7.94,12.7,–,–,65.7,36.7,36.8,3.48,72.3,47.0,34.8,–,–,–,129,0.0733
WT,WT125X19.25,2460,131,130,146,6.35,11.1,–,–,55.6,31.3,36.6,2.93,61.5,40.0,34.5,–,–,–,83.7,0.0465
WT,WT125X16.35,2090,129,130,146,6.35,9.52,–,–,49.5,28.2,37.1,2.38,50.0,32.6,33.8,–,–,–,49.5,0.0287
WT,WT125X14.2,1810,130,130,102,6.35,9.52,–,–,50.8,28.5,39.1,0.895,27.4,17.5,22.2,–,–,–,48.3,0.0214
WT,WT125X12.65,1610,129,127,102,6.35,7.94,–,–,47.5,26.5,39.6,0.741,22.9,14.5,21.4,–,–,–,32.3,0.0164
WT,WT125X11.15,1430,127,127,102,6.35,6.35,–,–,44.4,24.6,39.9,0.604,18.8,11.8,20.6,–,–,–,21.6,0.0128
WT,WT125X8.95,1140,125,124,102,4.76,4.76,–,–,36.1,20.0,39.9,0.454,14.2,9.03,19.9,–,–,–,11.3,0.00685
WT,WT100X50,6350,114,114,210,14.3,23.8,–,–,103,50.0,26.7,18.4,267,175,53.8,–,–,–,1040,0.956
WT,WT100X43,5510,111,111,210,12.7,20.6,–,–,86.0,42.8,26.2,15.6,228,150,53.3,–,–,–,691,0.612
WT,WT100X35.5,4550,108,108,206,9.52,17.5,–,–,64.6,32.3,25.0,12.7,187,123,52.8,–,–,–,407,0.349
WT,WT100X29.5,3790,105,105,206,9.52,14.3,–,–,53.3,27.7,25.1,10.2,151,99.6,51.8,–,–,–,232,0.192
WT,WT100X26,3320,103,102,203,7.94,12.7,–,–,44.4,23.4,24.6,8.87,132,87.0,51.6,–,–,–,160,0.129
WT,WT100X23.05,2940,102,102,203,7.94,11.1,–,–,39.2,21.0,24.6,7.70,115,76.0,51.3,–,–,–,111,0.0878
WT,WT100X20.85,2660,102,102,165,7.94,11.1,–,–,39.0,21.0,25.7,4.50,82.6,54.2,41.1,–,–,–,112,0.0618
WT,WT100X17.95,2280,101,102,165,6.35,9.52,–,–,32.4,17.7,25.4,3.80,70.1,46.0,40.9,–,–,–,72.0,0.0387
WT,WT100X15.65,1990,105,105,133,6.35,9.52,–,–,34.6,19.3,28.4,2.03,46.5,30.3,32.0,–,–,–,58.7,0.0246
WT,WT100X13.3,1700,103,105,133,6.35,7.94,–,–,30.5,17.2,29.0,1.66,38.2,24.9,31.2,–,–,–,35.6,0.0151
WT,WT100X11.25,1430,103,102,102,6.35,7.94,–,–,31.3,17.5,31.0,0.708,21.8,13.9,22.3,–,–,–,28.3,0.0103
WT,WT100X9.65,1240,102,102,102,6.35,6.35,–,–,28.5,16.0,31.2,0.566,17.5,11.2,21.4,–,–,–,18.0,0.00722
WT,WT100X7.5,955,100,102,102,4.76,4.76,–,–,20.8,11.7,30.5,0.437,13.5,8.70,21.3,–,–,–,8.82,0.00306
WT,WT75X18.55,2370,81.0,82.6,156,7.94,11.1,–,–,27.5,14.5,20.0,3.55,70.1,46.0,38.6,–,–,–,95.3,0.0459
WT,WT75X14.9,1900,78.7,79.4,152,6.35,9.52,–,–,21.1,11.4,19.7,2.76,55.1,36.2,38.1,–,–,–,49.9,0.0230
WT,WT75X11.25,1430,76.2,76.2,152,6.35,6.35,–,–,16.9,9.46,20.2,1.94,38.8,25.6,36.8,–,–,–,21.0,0.00918
WT,WT75X12,1530,79.8,79.4,102,6.35,9.52,–,–,20.5,11.2,21.4,0.920,27.7,18.0,24.5,–,–,–,46.2,0.0114
WT,WT75X9,1150,76.7,76.2,102,6.35,6.35,–,–,16.6,9.24,21.9,0.624,19.0,12.3,23.3,–,–,–,18.7,0.00478
WT,WT75X6.75,865,74.9,76.2,102,4.76,4.76,–,–,11.8,6.69,21.4,0.458,14.0,9.13,23.0,–,–,–,8.41,0.00198
WT,WT75X6.5,813,74.2,73.0,102,4.76,4.76,–,–,11.5,6.51,21.5,0.414,12.7,8.28,22.6,–,–,–,6.91,0.00166
WT,WT65X14.05,1790,65.5,66.7,127,6.35,11.1,–,–,15.9,7.95,15.3,1.90,45.2,29.7,32.5,–,–,–,65.3,0.0208
WT,WT65X11.9,1520,63.8,63.5,127,6.35,9.52,–,–,13.1,6.77,15.2,1.56,37.4,24.6,32.0,–,–,–,39.9,0.0122
WT,WT50X9.65,1230,52.8,54.0,102,6.35,9.52,–,–,10.1,5.26,13.3,0.803,23.9,15.6,25.4,–,–,–,31.2,0.00626
WT,WT22X167.5,167.5,49.2,22.0,15.9,1.03,1.77,–,–,2170,234,131,6.63,600,118,75.2,3.49,–,–,–,37.2
WT,WT22X145,145,42.6,21.8,15.8,0.865,1.58,–,–,1830,196,111,6.54,521,102,65.9,3.49,–,–,–,25.4
WT,WT22X131,131,38.5,21.7,15.8,0.785,1.42,–,–,1640,176,99.4,6.53,462,90.9,58.6,3.47,–,–,–,18.6
WT,WT22X115,115,33.9,21.5,15.8,0.710,1.22,–,–,1440,157,88.6,6.53,398,78.3,50.5,3.43,–,–,–,12.4
WT,WT20X327.5,327.5,96.4,21.8,16.9,1.97,3.54,–,–,3730,426,234,6.22,1440,271,170,3.86,–,–,–,293
WT,WT20X296.5,296.5,87.2,21.5,16.7,1.79,3.23,–,–,3310,379,209,6.16,1260,240,151,3.80,–,–,–,221
WT,WT20X251.5,251.5,74.0,21.0,16.4,1.54,2.76,–,–,2730,314,174,6.07,1020,197,124,3.72,–,–,–,138
WT,WT20X215.5,215.5,63.3,20.6,16.2,1.34,2.36,–,–,2290,266,148,6.01,843,164,104,3.65,–,–,–,88.2
WT,WT20X198.5,198.5,58.3,20.5,16.1,1.22,2.20,–,–,2070,240,134,5.96,771,150,95.7,3.63,–,–,–,70.6
WT,WT20X186,186,54.7,20.3,16.1,1.16,2.05,–,–,1930,225,126,5.95,709,138,88.3,3.60,–,–,–,57.7
WT,WT20X181,181,53.2,20.3,16.0,1.12,2.01,–,–,1870,217,122,5.92,691,135,86.3,3.60,–,–,–,54.2
WT,WT20X162,162,47.7,20.1,15.9,1.00,1.81,–,–,1650,192,108,5.88,609,119,76.6,3.57,–,–,–,39.6
WT,WT20X148.5,148.5,43.6,19.9,15.8,0.930,1.65,–,–,1500,176,98.9,5.87,546,107,69.0,3.54,–,–,–,30.5
WT,WT20X138.5,138.5,40.7,19.8,15.8,0.830,1.58,–,–,1360,157,88.6,5.78,522,102,65.9,3.58,–,–,–,25.7
WT,WT20X124.5,124.5,36.7,19.7,15.8,0.750,1.42,–,–,1210,140,79.4,5.75,463,90.8,58.8,3.55,–,–,–,19.0
WT,WT20X107.5,107.5,31.8,19.5,15.8,0.650,1.22,–,–,1030,120,68.0,5.71,398,77.8,50.5,3.54,–,–,–,12.4
WT,WT20X99.5,99.5,29.2,19.3,15.8,0.650,1.07,–,–,988,117,66.5,5.81,347,68.2,44.1,3.45,–,–,–,9.12
WT,WT20X196,196,57.8,20.8,12.4,1.42,2.52,–,–,2270,275,153,6.27,401,106,64.9,2.64,–,–,–,85.4
WT,WT20X165.5,165.5,48.8,20.4,12.2,1.22,2.13,–,–,1880,231,128,6.21,322,85.7,52.9,2.57,–,–,–,52.5
WT,WT20X163.5,163.5,47.9,20.4,12.1,1.18,2.13,–,–,1840,224,125,6.19,320,85.0,52.7,2.58,–,–,–,51.4
WT,WT20X147,147,43.1,20.2,12.0,1.06,1.93,–,–,1630,199,111,6.14,281,75.0,46.7,2.55,–,–,–,38.2
WT,WT20X139,139,41.0,20.1,12.0,1.03,1.81,–,–,1550,191,106,6.14,261,69.9,43.5,2.52,–,–,–,32.4
WT,WT20X132,132,38.7,20.0,11.9,0.960,1.73,–,–,1450,178,99.2,6.11,246,66.0,41.3,2.52,–,–,–,27.9
WT,WT20X117.5,117.5,34.6,19.8,11.9,0.830,1.58,–,–,1260,153,85.7,6.04,222,59.0,37.3,2.54,–,–,–,20.6
WT,WT20X105.5,105.5,31.1,19.7,11.8,0.750,1.42,–,–,1120,137,76.7,6.01,195,52.1,33.0,2.51,–,–,–,15.2
WT,WT20X91.5,91.5,26.7,19.5,11.8,0.650,1.20,–,–,955,117,65.7,5.98,165,44.0,28.0,2.49,–,–,–,9.65
WT,WT20X83.5,83.5,24.5,19.3,11.8,0.650,1.03,–,–,899,115,63.7,6.05,141,37.8,23.9,2.40,–,–,–,6.99
WT,WT20X74.5,74.5,21.9,19.1,11.8,0.630,0.830,–,–,815,108,59.7,6.10,114,30.9,19.4,2.29,–,–,–,4.66
WT,WT18X462.5,462.5,136,21.6,18.6,3.02,4.53,–,–,5130,617,337,6.14,2470,431,266,4.26,–,–,–,707
WT,WT18X426.5,426.5,126,21.6,18.2,2.52,4.53,–,–,4480,533,286,5.96,2300,403,253,4.27,–,–,–,615
WT,WT18X401,401,118,21.3,18.0,2.38,4.29,–,–,4110,491,265,5.90,2100,372,233,4.22,–,–,–,519
WT,WT18X361.5,361.5,107,20.9,17.8,2.17,3.90,–,–,3610,434,235,5.81,1850,329,208,4.16,–,–,–,390
WT,WT18X326,326,96.2,20.5,17.6,1.97,3.54,–,–,3160,383,208,5.74,1610,290,184,4.10,–,–,–,295
WT,WT18X264.5,264.5,77.8,19.9,17.2,1.61,2.91,–,–,2440,298,164,5.60,1240,227,145,4.00,–,–,–,163
WT,WT18X243.5,243.5,71.7,19.7,17.1,1.50,2.68,–,–,2220,272,150,5.57,1120,206,131,3.96,–,–,–,128
WT,WT18X220.5,220.5,64.9,19.4,17.0,1.36,2.44,–,–,1980,242,134,5.52,997,184,117,3.92,–,–,–,96.6
WT,WT18X197.5,197.5,58.1,19.2,16.8,1.22,2.20,–,–,1740,213,119,5.47,877,162,104,3.88,–,–,–,70.7
WT,WT18X180.5,180.5,53.0,19.0,16.7,1.12,2.01,–,–,1570,192,107,5.43,786,146,94.0,3.85,–,–,–,54.1
WT,WT18X165,165,48.4,18.8,16.6,1.02,1.85,–,–,1410,173,97.0,5.39,711,132,85.5,3.83,–,–,–,42.0
WT,WT18X151,151,44.5,18.7,16.7,0.945,1.68,–,–,1280,158,88.8,5.37,648,120,77.8,3.82,–,–,–,32.1
WT,WT18X141,141,41.5,18.6,16.6,0.885,1.57,–,–,1190,146,82.6,5.36,599,112,72.2,3.80,–,–,–,26.3
WT,WT18X131,131,38.5,18.4,16.6,0.840,1.44,–,–,1110,137,77.5,5.36,545,102,65.8,3.76,–,–,–,20.8
WT,WT18X123.5,123.5,36.3,18.3,16.5,0.800,1.35,–,–,1040,129,73.3,5.36,507,94.8,61.4,3.74,–,–,–,17.3
WT,WT18X115.5,115.5,34.1,18.2,16.5,0.760,1.26,–,–,978,122,69.1,5.36,470,88.0,57.0,3.71,–,–,–,14.3
WT,WT18X128,128,37.6,18.7,12.2,0.960,1.73,–,–,1210,156,87.4,5.66,264,68.5,43.2,2.65,–,–,–,26.4
WT,WT18X116,116,34.0,18.6,12.1,0.870,1.57,–,–,1080,140,78.5,5.63,234,60.9,38.6,2.62,–,–,–,19.7
WT,WT18X105,105,30.9,18.3,12.2,0.830,1.36,–,–,985,131,73.1,5.65,206,53.4,33.8,2.58,–,–,–,13.9
WT,WT18X97,97.0,28.5,18.2,12.1,0.765,1.26,–,–,901,120,67.0,5.62,187,48.8,30.9,2.56,–,–,–,11.1
WT,WT18X91,91.0,26.8,18.2,12.1,0.725,1.18,–,–,845,113,63.1,5.62,174,45.3,28.8,2.55,–,–,–,9.20
WT,WT18X85,85.0,25.0,18.1,12.0,0.680,1.10,–,–,786,105,58.9,5.61,160,41.8,26.6,2.53,–,–,–,7.51
WT,WT18X80,80.0,23.5,18.0,12.0,0.650,1.02,–,–,740,100,55.8,5.61,147,38.6,24.6,2.50,–,–,–,6.17
WT,WT18X75,75.0,22.1,17.9,12.0,0.625,0.940,–,–,698,95.5,53.1,5.62,135,35.4,22.5,2.47,–,–,–,5.04
WT,WT18X67.5,67.5,19.9,17.8,12.0,0.600,0.790,–,–,637,90.1,49.7,5.66,113,29.8,18.9,2.38,–,–,–,3.48
WT,WT16.5X193.5,193.5,57.0,18.0,16.2,1.26,2.28,–,–,1460,193,107,5.07,810,156,100,3.77,–,–,–,73.9
WT,WT16.5X177,177,52.1,17.8,16.1,1.16,2.09,–,–,1320,174,96.8,5.03,729,141,90.6,3.74,–,–,–,57.1
WT,WT16.5X159,159,46.8,17.6,16.0,1.04,1.89,–,–,1160,154,85.8,4.99,645,125,80.7,3.71,–,–,–,42.1
WT,WT16.5X145.5,145.5,42.8,17.4,15.9,0.960,1.73,–,–,1060,140,78.3,4.96,581,113,73.1,3.68,–,–,–,32.5
WT,WT16.5X131.5,131.5,38.7,17.3,15.8,0.870,1.57,–,–,943,125,70.2,4.93,517,101,65.5,3.65,–,–,–,24.3
WT,WT16.5X120.5,120.5,35.6,17.1,15.9,0.830,1.40,–,–,872,116,65.8,4.96,466,90.8,58.8,3.62,–,–,–,18.0
WT,WT16.5X110.5,110.5,32.6,17.0,15.8,0.775,1.28,–,–,799,107,60.8,4.95,420,82.1,53.2,3.59,–,–,–,13.9
WT,WT16.5X100.5,100.5,29.7,16.8,15.7,0.715,1.15,–,–,725,97.8,55.5,4.95,375,73.3,47.6,3.56,–,–,–,10.4
WT,WT16.5X84.5,84.5,24.7,16.9,11.5,0.670,1.22,–,–,649,90.8,51.1,5.12,155,42.1,27.0,2.50,–,–,–,8.81
WT,WT16.5X76,76.0,22.5,16.7,11.6,0.635,1.06,–,–,592,84.5,47.4,5.14,136,36.9,23.6,2.47,–,–,–,6.16
WT,WT16.5X70.5,70.5,20.7,16.7,11.5,0.605,0.960,–,–,552,79.8,44.7,5.15,123,33.4,21.3,2.43,–,–,–,4.84
WT,WT16.5X65,65.0,19.1,16.5,11.5,0.580,0.855,–,–,513,75.6,42.1,5.18,109,29.7,18.9,2.38,–,–,–,3.67
WT,WT16.5X59,59.0,17.4,16.4,11.5,0.550,0.740,–,–,469,70.8,39.2,5.20,93.5,25.6,16.3,2.32,–,–,–,2.64
WT,WT15X195.5,195.5,57.6,16.6,15.6,1.36,2.44,–,–,1220,177,96.9,4.61,774,155,99.2,3.67,–,–,–,86.3
WT,WT15X178.5,178.5,52.5,16.4,15.5,1.24,2.24,–,–,1090,159,87.2,4.56,693,140,89.6,3.64,–,–,–,66.6
WT,WT15X163,163,48.0,16.2,15.4,1.14,2.05,–,–,981,143,78.8,4.52,622,126,81.0,3.60,–,–,–,51.2
WT,WT15X146,146,43.0,16.0,15.3,1.02,1.85,–,–,861,125,69.6,4.48,549,111,71.9,3.58,–,–,–,37.5
WT,WT15X130.5,130.5,38.5,15.8,15.2,0.930,1.65,–,–,765,112,62.4,4.46,480,97.9,63.3,3.53,–,–,–,26.9
WT,WT15X117.5,117.5,34.7,15.7,15.1,0.830,1.50,–,–,674,98.2,55.1,4.41,427,87.5,56.8,3.51,–,–,–,20.1
WT,WT15X105.5,105.5,31.1,15.5,15.1,0.775,1.32,–,–,610,89.5,50.5,4.43,378,77.2,50.1,3.49,–,–,–,14.1
WT,WT15X95.5,95.5,28.0,15.3,15.0,0.710,1.19,–,–,549,80.8,45.7,4.42,336,68.9,44.7,3.46,–,–,–,10.5
WT,WT15X86.5,86.5,25.4,15.2,15.0,0.655,1.07,–,–,497,73.5,41.7,4.42,299,61.4,39.9,3.42,–,–,–,7.78
WT,WT15X74,74.0,21.8,15.3,10.5,0.650,1.18,–,–,466,72.2,40.6,4.63,114,33.9,21.7,2.28,–,–,–,7.24
WT,WT15X66,66.0,19.5,15.2,10.5,0.615,1.00,–,–,421,66.8,37.4,4.66,98.0,29.2,18.6,2.25,–,–,–,4.85
WT,WT15X62,62.0,18.2,15.1,10.5,0.585,0.930,–,–,396,63.1,35.3,4.66,90.4,27.0,17.2,2.23,–,–,–,3.98
WT,WT15X58,58.0,17.1,15.0,10.5,0.565,0.850,–,–,373,60.4,33.7,4.67,82.1,24.6,15.6,2.19,–,–,–,3.21
WT,WT15X54,54.0,15.9,14.9,10.5,0.545,0.760,–,–,349,57.7,32.0,4.69,73.0,21.9,13.9,2.15,–,–,–,2.49
WT,WT15X49.5,49.5,14.5,14.8,10.5,0.520,0.670,–,–,322,54.4,30.0,4.71,63.9,19.3,12.2,2.10,–,–,–,1.88
WT,WT15X45,45.0,13.2,14.8,10.4,0.470,0.610,–,–,290,49.0,27.1,4.69,57.3,17.3,11.0,2.09,–,–,–,1.41
WT,WT13.5X269.5,269.5,79.3,16.3,15.3,1.97,3.54,–,–,1530,242,128,4.39,1060,218,138,3.65,–,–,–,247
WT,WT13.5X184,184,54.2,15.2,14.7,1.38,2.48,–,–,939,151,81.7,4.16,655,140,89.3,3.48,–,–,–,84.5
WT,WT13.5X168,168,49.5,15.0,14.6,1.26,2.28,–,–,839,135,73.4,4.12,587,126,80.8,3.45,–,–,–,65.4
WT,WT13.5X153.5,153.5,45.2,14.8,14.4,1.16,2.09,–,–,753,121,66.4,4.08,527,113,72.9,3.41,–,–,–,50.5
WT,WT13.5X140.5,140.5,41.5,14.6,14.4,1.06,1.93,–,–,677,109,59.9,4.04,477,103,66.4,3.39,–,–,–,39.6
WT,WT13.5X129,129,38.1,14.5,14.3,0.980,1.77,–,–,613,98.9,54.7,4.02,430,93.3,60.2,3.36,–,–,–,30.7
WT,WT13.5X117.5,117.5,34.7,14.3,14.2,0.910,1.61,–,–,556,89.9,50.0,4.00,384,83.8,54.2,3.33,–,–,–,23.4
WT,WT13.5X108.5,108.5,32.0,14.2,14.1,0.830,1.50,–,–,502,81.1,45.2,3.96,352,77.0,49.9,3.32,–,–,–,18.8
WT,WT13.5X97,97.0,28.6,14.1,14.0,0.750,1.34,–,–,444,71.8,40.3,3.94,309,67.8,44.1,3.29,–,–,–,13.5
WT,WT13.5X89,89.0,26.3,13.9,14.1,0.725,1.19,–,–,414,67.7,38.2,3.97,278,60.8,39.4,3.25,–,–,–,10.0
WT,WT13.5X80.5,80.5,23.8,13.8,14.0,0.660,1.08,–,–,372,60.8,34.4,3.95,248,54.5,35.4,3.23,–,–,–,7.53
WT,WT13.5X73,73.0,21.6,13.7,14.0,0.605,0.975,–,–,336,55.0,31.2,3.95,222,48.8,31.7,3.20,–,–,–,5.62
WT,WT13.5X64.5,64.5,18.9,13.8,10.0,0.610,1.10,–,–,323,55.1,31.0,4.13,92.2,28.8,18.4,2.21,–,–,–,5.55
WT,WT13.5X57,57.0,16.8,13.6,10.1,0.570,0.930,–,–,289,50.4,28.3,4.15,79.3,24.6,15.8,2.18,–,–,–,3.65
WT,WT13.5X51,51.0,15.0,13.5,10.0,0.515,0.830,–,–,258,45.0,25.3,4.14,69.6,21.7,13.9,2.15,–,–,–,2.63
